city,lon,lat
Lakeland TN,-89.7403606,35.2306435
Bridgeport CT,-92.38567,34.780069
Deming NM,-107.7586404,32.2686981
East Wenatchee WA,-120.2931263,47.4156824
Milcreek UT,-113.5319421,37.10260285
Sioux City IA,-96.4058782,42.4966815
Lincoln Parish LA,-92.6792848,32.598162
Barnwell AL,-87.8794366,30.4249194
Lone Rock AR,-111.7934133,40.5282581
Rockville GA,-83.2187677,33.3276362
East St. Louis IL,-90.1509429,38.6244952
Counce TN,-88.2733741,35.0423075
Dakota City IA,-94.1971836,42.7221935
Merrillville IN,-87.3328139,41.4828144
Morganton NC,-81.6870994,35.7454376
Reno TX,-119.8136744,39.52927
Palm Springs CA,-116.4952977,33.77217945
Titusville FL,-80.8075538,28.6122187
Nampa ID,-116.5596313,43.5737361
Blue Summit MO,-94.481265,39.088662
Ozark AR,-93.1925638,37.0417461
Nevada MO,-114.7927248,41.7843398
Taunton MA,-71.0897675,41.900101
Berea KY,-84.2963224,37.568694
Grand Terrace CA,-117.3136544,34.0339031
New Paltz NY,-74.0844894,41.7464972
Clarksville TX,-95.052722,33.6106648
Del Rio TX,-100.896761,29.3627296
Neenah WI,-88.462609,44.1858193
Orange Park FL,-81.7016346,30.1654707
Mount Washington PA,-64.8768127,17.7485843
Middleton ID,-116.6201357,43.7068282
Wilderville OR,-123.4670077,42.382338
Logan UT,-111.8348631,41.7313447
Lead SD,-103.765198,44.352207
Manchester Township PA,-76.75340686,40.0120245
Atascadero CA,-120.6707255,35.4894169
Watagua TX,-97.2547371,32.8579056
Fairfax OK,-96.7041988,36.5736587
Floyd County GA,-85.2229248,34.2421984
Lakes Wales FL,-81.59398,27.895309
Eufaula OK,-95.5824846,35.2873206
Peachland NC,-80.2645069,34.993766
Eldorado NM,-105.9347424,35.5264241
England AR,-91.9690285,34.5442609
Rancho Tehama Reserve CA,-122.4718804,39.9937855
Berrien County MI,-86.3985714,41.9838614
Lantana FL,-80.052166,26.5865308
Oneida TN,-76.1254886,40.9075863
Rockledge FL,-80.72076513,28.312799
Iva SC,-82.663743,34.3064967
Watsonville CA,-121.7854466,36.887168
Sunrise FL,-80.32888594,26.1482449
Port Orange FL,-81.01055384,29.10150985
Breaux Bridge LA,-91.8992837,30.2735323
Hog Valley FL,-81.8953647,29.494415
McAlester OK,-95.7697934,34.9334981
Cushing OK,-96.76697,35.9850639
Little Mountain SC,-81.413712,34.1868112
Littlefield TX,-102.3249022,33.9173148
Edmond OK,-97.4649038,35.6571367
Pocatello ID,-112.4401098,42.8688613
Santa Paula CA,-119.0592705,34.3541659
Rufe OK,-95.1441197,34.1237158
Pottstown PA,-75.6496424,40.2452976
San Diego County CA,-116.7706277,32.9637838
Wellington FL,-80.2414357,26.6586779
Crystal MN,-93.3593224,45.0375868
Whitfield County GA,-84.9745026,34.7969288
Monett MO,-93.9277149,36.9289518
Lyndhurst NJ,-74.1242816,40.8120247
Iredell County NC,-80.8805593,35.8101636
Tuscaloosa AL,-86.859181,33.490251
Edmonton KY,-85.6121906,36.9800563
Springfield OH,-83.8088172,39.9242266
Ponder TX,-97.2872403,33.1828974
Avon IN,-86.3997168,39.7628227
Lumberton NC,-79.0083993,34.6183433
Dolton IL,-87.607268,41.6389236
Oakland Park FL,-80.1372006,26.1801443
Meridian MS,-116.4061217,43.61732135
Gilmer TX,-94.9424379,32.7287472
Anson County NC,-80.0958187,34.9705848
Springfield OR,-123.0220289,44.0462362
Middletown NY,-73.8316667,40.8397222
Bristol Township PA,-74.86447058,40.1229002
Manhasset NY,-73.6995749,40.7978787
District Heights MD,-76.8894171,38.8576128
Asheville NC,-82.5540161,35.6009498
Jal NM,-103.1935127,32.1131814
Elk Plain WA,-122.3668139,47.0448099
Little Havana FL,-80.2334686,25.7681503
St. Martin MS,-88.7940606,30.4336863
Horseheads NY,-76.8205119,42.167019
Overland Park KS,-94.6851702,38.9742502
Gillette WY,-116.9503988,33.9575416
Nashua IA,-92.5362956,42.9527536
Inwood WV,-78.040009,39.3579068
Brooksville AL,-86.8550033,34.5009267
Lake City SC,-92.2678663,44.4478474
Washington County AL,-88.2019828,31.3991238
Warwick NY,-73.88983922,40.75103865
Apple Valley CA,-117.1858759,34.5008311
300 block of State Line Road TN,-85.2519003,35.0142412
Weitchpec CA,-123.7083942,41.1881821
Stockton IL,-90.0067917,42.3497355
Silsbee TX,-94.1779626,30.3490978
Hixson TN,-85.18780199,35.2018626
Boyle Heights CA,-118.2048648,34.0331656
Bloomfield Township MI,-83.29398115,42.575186
McMinnville OR,-123.1975851,45.2109843
Richmond CA,-122.3477486,37.9357576
Homedale ID,-116.9337599,43.6176584
Joplin MO,-94.513281,37.0842271
Amelia Island FL,-81.4600909,30.6077379
Norman OK,-97.4394816,35.2225717
Scott County VA,-82.5893052,36.7117473
New Llano LA,-93.2715535,31.1149093
Ardmore OK,-97.1436254,34.1742611
West Linn OR,-122.6123141,45.3656761
Landrum SC,-82.1892007,35.1751148
Canton NC,-82.8373558,35.5328838
Camarillo CA,-119.0376024,34.2163939
Maricopa AZ,-112.49123,33.34883
Booneville KY,-83.6749145,37.4761991
Porterville CA,-119.0167679,36.06523
Perry Township OH,-82.23607933,40.13264655
Plymouth MN,-93.46651,45.0065149
Lowell MA,-71.3161718,42.6334247
Jacksonsville FL,-81.655651,30.3321838
Beckville TX,-94.4554782,32.2429366
Derry NH,-71.3264492,42.8808677
Raceland LA,-82.7283275,38.5399754
Middle River MD,-76.4394057,39.3342745
Lower Mount Bethel PA,-84.4131266,33.9661668
Corning WI,-89.98315231,45.25101665
Wausau WI,-89.6298239,44.9596017
Dallas NC,24.7264941,-28.7378276
Johnsonville SC,-79.4492228,33.8179432
Columbia Heights MN,-93.2517802,45.0460458
Fairview TN,-88.8411706,35.7636799
Bristol TN,-82.1885212,36.5945034
Campo CA,-122.4652507,37.8974258
Abingdon VA,-81.9774878,36.7095788
Willoughby OH,-81.4065011,41.6397696
Dillon MT,-112.6378442,45.216416
Studio City CA,-118.3961877,34.1483989
Hudson OH,-81.440667,41.240056
Irvine CA,-117.8259819,33.6856969
Fountain Inn SC,-82.1956679,34.6890095
Broken Bow OK,-94.7391045,34.0292764
Manistee MI,-86.324253,44.244447
Plantation FL,-80.25786124,26.1265258
Floral City FL,-82.30767091,28.7211775
Manila AR,-124.1420078,40.8763294
Clarksville AR,-87.3548256,36.543616
Genesee Township MI,-83.636037,43.0924025
Olympia WA,-122.8948725,47.0450197
Roosevelt UT,-109.9887605,40.299403
West Ouachita LA,-92.8293307,33.8523265
Okmulgee County OK,-95.9690122,35.6677078
Helena-West Helena AR,-90.59,34.5291
Fulshear TX,-95.8996261,29.690292
Lauderhill FL,-80.2133808,26.1403635
Everton MO,-93.702428,37.3425477
Solvang CA,-120.1390894,34.5958572
West Allis WI,-88.0070315,43.0166806
Elgin IL,-88.2810994,42.03726
Johns Creek GA,-84.190196,34.0181557
Peshtigo WI,-87.7492721,45.05443
Fairmont MN,-94.4610832,43.6521775
Douglas AZ,-109.5453461,31.3445508
St. James MN,-94.6269181,43.9824577
Hiram GA,-84.7621592,33.8756601
Abington Township PA,-75.11672188,40.11016755
Shelton WA,-123.1007066,47.2150945
Nice CA,-122.8356021,39.121271
Ashwaubenon WI,-88.060735,44.4752606
Quincy IL,-91.4098727,39.9356016
Sumas WA,-122.2837674,47.6104304
Lower Burrell PA,-79.7298187,40.5882821
Wolf Creek OR,-122.9768448,42.7100331
Dublin NC,-78.726407,34.6568361
Benton IL,-88.9200685,37.9967163
Terrell TX,-96.2752569,32.7359626
Bonaire GA,-83.5960264,32.5438429
Penasco NM,-105.686404,36.1694698
Fulton KY,-89.102082,36.5577082
Morris MN,-95.913941,45.586072
Somerton AZ,-114.709677,32.5964404
Smithville MS,-94.57388667,39.37307455
Greene County MO,-93.3465486,37.2671929
Catoosa OK,-95.745817,36.188987
Delray Beach FL,-80.0728201,26.4614625
Crenshaw County AL,-86.3244009,31.6809362
Winnie TX,-94.3840777,29.8202205
Augusta GA,-81.9748429,33.4709714
Box Elder SD,-103.0645143,44.1333654
Hummelstown PA,-76.7083033,40.2653681
Canaan Township PA,-75.39752705,41.5664183
Warren County KY,-86.4233533,36.9812407
Tate County MS,-89.9335244,34.6391489
Chalmette LA,-89.9629372,29.9427892
Aurora IL,-88.3147539,41.7571701
Waukesha WI,-88.2314813,43.0116784
Clinton NC,-78.3233325,34.9979453
Beverly MA,-70.8800491,42.5584284
Sand Springs OK,-96.1100025,36.1394339
Woodbridge VA,-77.2497049,38.6581723
Woodford VA,-77.4088708,38.1131886
Santa Nella CA,-122.9666644,38.497135
North Hollywood CA,-118.3740371,34.1729044
Geneva Township OH,-83.048196,39.934337
Eagle Mountain UT,-112.0147617,40.3066676
Salinas CA,-121.6550372,36.6744117
Fond du Lac WI,-88.4458033,43.7748763
Harker Heights TX,-97.6597377,31.0835102
Leitchfield KY,-86.2938637,37.4800544
Rosemead CA,-118.0879763,34.0676169
Richmond Heights OH,-81.510121,41.552829
Romulus MI,-83.3965995,42.2222614
York County VA,-76.5156945,37.2230374
San Rafael NM,-107.8824384,35.1123205
Rapid Valley SD,-103.12116,44.06957795
Oakfield ME,-68.1500246,46.0989408
Meadow Bridge WV,-80.8542568,37.8590061
Mashantucket CT,-71.96290892,41.466023
Durham CA,-121.8044375,39.62743635
Pacific Beach CA,-117.2403183,32.7978268
Dade City FL,-82.1959178,28.3647248
North Laredo TX,-99.5088979,27.5060991
Cache OK,-98.6286741,34.6295165
Zanesville OH,-82.0131924,39.9403453
Baldwin County AL,-87.7324392,30.5677527
Adams County CO,-104.2701374,39.8714085
Fishers IN,-86.0138729,39.9555928
Dickson TN,-87.3480592,36.1459327
Odanah WI,-90.696851,46.6082759
Truth or Consequences NM,-107.2529059,33.1283485
Killeen AL,-97.727796,31.1171441
Midland MI,-84.2472117,43.6155825
Kenner LA,-88.5681062,38.6458808
Midway FL,-83.0787434,30.0118921
Lebanon MO,-81.2731699,39.607851
Kenosha WI,-87.8212263,42.5846773
Vineland MN,-75.00202655,39.473152
Pinellas Park FL,-82.70437834,27.8599115
Riverdale GA,-84.4132594,33.5726113
Merrimack NH,-71.49469376,42.8664567
Dover AR,-75.5472438,39.183246
Affton MO,-90.3331719,38.5506084
Palatka FL,-81.6372111,29.6487882
Princeton NJ,-74.6592958,40.3492744
Haymarket VA,-77.6368038,38.8121398
Channelview TX,-95.1146533,29.7760599
Owings Mills MD,-76.796299,39.4010753
Josephine County OR,-123.5602707,42.3554368
Rose Bud AR,-92.0812595,35.3314708
Burns Flat OK,-99.1703617,35.3489398
Lucedale MS,-88.598635,30.9151871
Magna UT,-112.0892019,40.70268345
Lawndale NC,-81.5631474,35.4140187
Healdton OK,-97.4878023,34.2331475
Micanopy FL,-82.27959,29.5045307
Sierra Blanca TX,-105.3571764,31.1745732
Charleston SC,-79.9402728,32.7876012
Morenci AZ,-109.3259809,33.0512895
Palestine TX,-95.6307891,31.7621153
Kings County CA,-62.5328945,46.17366575
Greenwood IN,-86.1066526,39.6136578
Essex MD,-76.4790355,39.3075071
Goshen IN,-85.834366,41.5824086
King of Prussia PA,-75.3774548,40.0990513
Duarte CA,-117.9772873,34.1394513
Bluefield WV,-81.2223195,37.2698395
Dunwoody GA,-84.3345306,33.9461513
Laguna Woods CA,-117.7249722,33.6106076
Mount Hope WV,-81.1642682,37.8953906
Alexandria MN,-77.09024765,38.8147596
Dyer IN,-87.5217068,41.4942021
Barona Indian Reservation CA,-116.861579,32.946074
Cumberland County KY,-85.3795095,36.7934611
McKinneyville CA,-124.1006205,40.9465152
Wetumka OK,-96.2417952,35.2319678
Santa Barbara CA,-119.7026673,34.4221319
Eaton Rapids Township MI,-84.776849,42.554225
Pearisburg VA,-80.7350712,37.3265112
Fuqua TX,-94.7363152,30.4471514
Oxford MA,-71.8647941,42.1167621
Greenville MS,-82.37034313,34.8576708
Slidell LA,-77.3319294,39.2195494
Hillyard WA,-117.3648057,47.7042198
Lawrenceville GA,-83.9879625,33.9562149
Seagoville TX,-96.5383228,32.6395776
Penn Township PA,-76.95566458,39.80799875
Hamilton NJ,-74.0812506,40.2070573
Pasco WA,-119.1005657,46.2395793
White GA,-71.44499252,42.7090738
Bardstown KY,-85.4669025,37.8092279
East Ridge TN,-85.2519003,35.0142412
Crownpoint NM,-108.1472048,35.679
Grand Rapids MI,-85.6678639,42.9632405
Victoria TX,-97.0035982,28.8052674
La Quinta CA,-118.9094923,34.1827738
Round Lake IL,-88.0934145,42.353355
Fritch TX,-101.603228,35.6397656
Spenard AK,-149.9063889,61.1886111
Vadnais Heights MN,-93.0738306,45.0574659
Schenectady NY,-73.9395687,42.8142432
Harmony TX,-94.769933,31.5290692
Columbia Township MI,-84.40882711,39.171265
Hampton VA,-76.3452057,37.0300969
Casselberry FL,-81.32379075,28.654276
Ouachita Parish LA,-92.1615004,32.4790511
Commerce GA,-83.4571058,34.203997
Elberton GA,-82.8670839,34.1112226
Coral Springs FL,-80.26534204,26.26485615
Keaau HI,-155.0335096,19.6170245
Searcy County AR,-92.7098744,35.9018987
Stratford TX,-73.1331651,41.1845415
McKinney TX,-96.6154471,33.1976496
Millston WI,-90.6476354,44.1930179
Kingsbury TX,-97.8280576,29.6480061
New Brunswick NJ,-74.4518173,40.4862174
Woodstock GA,-84.5192192,34.1014112
Wagoner OK,-95.3694116,35.9595442
Fairfield CA,-122.0399663,38.2493581
Racine WI,-87.7825242,42.7260523
Bullhead City AZ,-114.5682983,35.1477774
Sioux Falls SD,-96.700327,43.5499749
Eden GA,-8.8700746,42.538282
Lincoln CA,-121.29318,38.8915741
Monteagle TN,-85.8396979,35.2400807
Washington PA,-80.2461714,40.17396
Opp AL,-86.2555067,31.2826685
New Britain CT,-89.885905,38.620656
Dadeville AL,-85.7635692,32.831238
Palo Alto CA,-122.1634472,37.442156
Pleasant View CO,-105.1716538,39.734154
Mt. Airy NC,-80.6071609,36.4993297
Boswell OK,-95.8691422,34.0273209
Butte MT,-112.5365089,46.0131505
Montrose County CO,-108.2403855,38.4375391
Locust Grove GA,-84.109083,33.3459495
Canaan NH,-72.013321,43.647007
Lewistown PA,-77.571382,40.5992395
Independence VA,-81.150923,36.6223478
Balch Springs TX,-96.6227714,32.7287413
Union Grove NC,-76.6091017,35.6651645
Orange City FL,-81.2986741,28.9488761
Claremont NH,-72.347031,43.377105
Wilmington CA,-118.2625711,33.780018
Santa Cruz CA,-122.0297182,36.974201
Tukwila WA,-122.2559156,47.4627356
Clearwater FL,-82.8001026,27.9658533
Timberlake NC,-78.9794735,34.9737749
Lemon Grove CA,-117.0314172,32.7425516
Inkster MI,-83.3099303,42.2942045
Gonzales County TX,-97.5108636,29.4436555
Lampe MO,-93.437964,36.5636755
Pinetop-Lakeside AZ,-109.9603843,34.1425438
Grand Forks ND,-97.0592028,47.9078244
Jefferson County ID,-112.3498022,43.8010248
Ronda NC,-80.9411859,36.218467
Canton OH,-81.3784445,40.7989522
Loxahatchee FL,-80.1222013,26.9433863
Webster TX,-95.1182645,29.5377315
Beverly OH,-81.6393772,39.5480179
Ozark MO,-81.0817706,39.8267392
Lizella GA,-83.8199072,32.8070842
Fairfield CT,-76.538663,37.107331
Englewood CO,-104.9879641,39.6482059
Wise County VA,-82.6103804,37.0170633
Englewood FL,-82.3525952,26.9620053
Spring Hill FL,-82.4503732,28.5558273
Belgrade ME,-69.833221,44.447507
Rancho Santa Margarita CA,-117.6029341,33.6408845
Crowley LA,-122.1479314,37.7673049
Smyrna ME,-68.1641921,46.1294957
Putnam Hall FL,-81.9592635,29.7366333
Parowan UT,-112.8279996,37.8421975
Fairfax VA,-77.3063733,38.8462236
Houston AK,-149.8180556,61.6302778
Concord CA,-122.0335624,37.9768525
Antigo WI,-89.152335,45.140245
Covina CA,-117.854865,34.1024
Mt Airy MD,-77.154704,39.3762145
Tarpon Springs FL,-82.77740867,28.1477885
Fort Madison IA,-91.3151908,40.6299403
Vincennes IN,-87.5286325,38.6772691
Beaverton MI,-84.484732,43.882247
Montcalm WV,-81.2525994,37.3540054
Laguna Pueblo NM,-106.0878204,36.3077295
Bismarck ND,-100.783739,46.808327
Spanish Springs NV,-119.6741101,39.647037
Walls MS,-90.1517605,34.9578728
Pikesville MD,-76.7227288,39.3745035
Lansing IL,-87.5381569,41.5662245
Crystal Springs FL,-82.14904207,28.185916
Seneca SC,-82.9527288,34.6865321
Castaic CA,-118.6228656,34.4888822
Highland CA,-117.2086513,34.1283442
Marysville CA,-121.5913516,39.1457247
Riverbank CA,-120.9354895,37.7360396
Lexington County SC,-81.275054,33.8986841
Hamilton AL,-86.881171,33.539037
Trosper KY,-83.8190885,36.7884194
LaGrange GA,-85.0313269,33.039291
Rising Sun MD,-76.0627266,39.6978871
Cade LA,-95.9899824,34.0987074
Colbert OK,-96.5024917,33.8531568
Eureka CA,-124.1636729,40.8020712
Clayton GA,-84.3591713,33.5204959
Orcutt CA,-120.4366904,34.8650717
Palermo CA,-121.5354433,39.435342
Okemah OK,-96.3050064,35.4325854
Byars OK,-97.0500217,34.8742466
Los Banos CA,-120.8505342,37.0592253
Chatsworth CA,-118.6023247,34.2595715
Montezuma Creek UT,-109.2313289,37.4820511
Muskogee OK,-95.3696909,35.7478769
University City CA,-117.2194514,32.8826155
Covington LA,-86.4597236,31.196549
West Covina CA,-117.9389526,34.0686208
Manatee FL,-82.3801566,27.5213933
Ca̱on City CO,-105.2224947,38.4423644
King George VA,-77.175356,38.2786312
Parker AZ,-111.9840386,33.8361489
Downey CA,-118.1325688,33.9400143
Spanaway WA,-122.4243422,47.0979462
Arlington GA,-84.7249188,31.4398976
Girard OH,-80.701466,41.153947
Eastaboga AL,-86.0213587,33.6059367
Windsor CA,-64.1363749,44.9905115
River Forest IL,-87.8139483,41.8978091
Cedartown GA,-85.2559398,34.0124425
Logan County OK,-97.4621935,35.8879493
Prague OK,-96.6850174,35.4867369
La Mirada CA,-118.0107092,33.9060971
Lake Mary FL,-81.33888382,28.756618
Edgewood NM,-106.1914141,35.0614358
Mackinaw IL,-89.3575733,40.5368469
West Burlington IA,-91.1702526,40.8203005
Rockwall TX,-96.4597089,32.9312336
Woodville GA,-81.1453901,32.0918727
Avenal CA,-120.1290272,36.0041223
Danville IL,-87.6304614,40.125222
Boiling Springs SC,-81.9817727,35.0465081
McPherson KS,-97.6575171,38.3659015
Coos Bay OR,-124.2178903,43.3665007
North St. Louis MO,-90.2175025,38.7047788
Bisbee AZ,-109.9284025,31.4481481
Republic MO,-93.4807001,37.1202149
Augusta WV,-78.6377912,39.2953787
Ashtabula OH,-80.789809,41.865054
Norwalk CA,-118.0849169,33.9092802
Weymouth MA,-70.9391625,42.2212188
Knox IN,-87.3811461,38.687009
Bel Air MD,-76.3490396,39.5355063
West Goshen CA,-119.4201204,36.3510616
Wilmore KY,-84.6601993,37.8640406
Rudioso NM,-105.6730991,33.3315804
Encinitas CA,-117.2919818,33.0369867
Markham IL,-87.6947699,41.5936453
Rocklin CA,-121.2357828,38.7907339
Blackfoot ID,-112.348357,43.190039
Goodyear AZ,54.5044072,24.3734457
Archdale NC,-79.9719831,35.914581
Lake View SC,-80.8997995,34.6487556
Addison TX,-96.83025952,32.9604305
Old Forge PA,-75.7349144,41.3711906
Stewartstown PA,-76.5913571,39.7537146
Cedar Lake TX,-88.2925957,43.3538901
Lancaster City PA,-76.3056686,40.03813
Marksville LA,-92.0662356,31.1279652
Golden Valley AZ,-114.2175543,35.2216745
Gladewater TX,-94.9427169,32.5365333
Richland WA,-119.2769067,46.2778406
Maiden NC,-81.2139216,35.5766048
Odessa MO,-93.9539663,38.9995797
Watsonsville CA,-121.7529071,36.9092773
Marina CA,-121.2968701,37.9528118
Oil Springs KY,-82.942388,37.8100924
Lancaster KY,-84.5779957,37.6195246
Ebey Island WA,-122.1618,47.9695409
Papaaloa HI,-155.222768,19.973744
Simpsonsville KY,-85.3552349,38.22257
Crawford County OH,-82.9065596,40.8705909
Roland OK,-94.5146616,35.4212021
Strasburg CO,-104.3492602,39.7320327
White Plains KY,-87.3836095,37.183655
Moultrie GA,-83.7878809,31.1811523
Fountain CO,-87.2497418,40.125252
Rotterdam NY,-74.02799815,42.825938
Kyle SD,-102.176546,43.424994
Gadsden AL,-86.783621,33.565356
Fort Washington MD,-77.0124598,38.7125305
Ashville AL,-86.2549799,33.8369216
Pittsfield MA,-73.2453785,42.4500967
Smyrna GA,-83.4048862,33.5981814
West Palm Beach FL,-80.0533746,26.7153425
Venice CA,-82.4544132,27.0998708
Mountain View CO,-105.0555389,39.7744311
Fox Crossing WI,-88.4700616,44.2234752
Winston-Salem NC,-80.2440518,36.0998131
Selma AL,-87.0207473,32.4078632
Corning CA,-122.1791556,39.9276572
Cato Township MI,-82.5931583,40.7613221
Baxter KY,-83.3307371,36.8598108
Siskiyou County CA,-122.5443541,41.5007223
Cheektowaga NY,-78.7547536,42.9033917
Battle Creek MI,-85.1824269,42.3192548
Bogalusa LA,-89.8486858,30.7910204
Mansfield OH,-82.5154471,40.75839
Valley Head WV,-80.0359015,38.545113
Mandeville LA,-90.0657477,30.3582305
Madison ME,-69.8797794,44.7975598
Wood Lake ND,-98.84220527,47.9011949
Grand Prarie TX,-97.0284662,32.657368
Sedalia MO,-93.2282613,38.7044609
South Greensburg PA,-79.5447619,40.2784029
Fairborn OH,-84.01023328,39.8067455
Granite Falls NC,-121.96947,48.0817561
Colby KS,-101.052377,39.395837
Bellingham WA,-122.4788602,48.754402
Panhandle TX,-101.3804082,35.3454847
Friendswood TX,-95.2010447,29.5293998
Vineland NJ,-75.00202655,39.473152
Savannah GA,-81.0998342,32.0835407
West Knox TN,-69.5793117,44.7672615
Chester SC,-75.7652424,39.9829308
Sumter SC,-80.3414693,33.9204354
Algoma Township MI,-88.3233462,48.0643068
Mount Vernon NY,-73.8370786,40.9125992
Mabank TX,-96.1008056,32.3665322
Clarendon NY,-73.98024602,40.7896058
Rowe NM,-105.6752935,35.4917053
Falls Church VA,-77.1710914,38.882334
Little Egg Harbor Township NJ,-74.35183816,39.635931
Hensley WV,-81.6998327,37.4740011
Hialeah FL,-80.2781057,25.8575963
Lauderdale Lakes FL,-80.2085565,26.1667184
Mascotte FL,-81.8867452,28.5783313
Muckleshoot Indian Reservation WA,-122.149562,47.2766758
Falcon Heights MN,-93.1762507,44.9898128
Montpelier OH,-84.6055076,41.5844951
Moncks Corner SC,-80.0131374,33.1960027
Jean NV,-115.324314,35.7790078
Frederickstown WA,-79.9981076,40.0025737
Mamou LA,-92.4192993,30.6338092
Alexandria VA,-116.2673237,33.7237617
Jackson MO,-10.70822,6.46557
South Salt Lake UT,-111.8880295,40.7075209
Leland NC,-78.0447143,34.2562806
Jonesboro AR,-79.0051714,37.7702298
Aitkin MN,-93.3847595,46.5714822
Columbua IN,-85.9213796,39.2014405
Hampton GA,-74.6784907,39.8042836
Suffolk VA,-76.61124684,36.74612465
Vandalia OH,-84.1988308,39.8906122
Capitol Heights MD,-76.9159441,38.8853963
Leeds AL,-118.0979649,34.1539025
Highgrove CA,-117.3237433,34.01293755
Tarboro NC,-77.5358049,35.8968236
Peterborough NH,-71.9515459,42.8705821
Celina OH,-84.5702338,40.5489358
Clinton IL,-89.420064,38.5896187
Nikolaevsk AK,-151.5910631,59.831683
Lawrenceburg KY,-84.8966171,38.0372967
Eaton County MI,-84.8443666,42.5935964
Monterey CA,-121.8946388,36.600256
Plaquemine LA,-91.2342744,30.2890833
Poway CA,-117.0358646,32.9628234
Tyrone GA,-82.8612563,33.6723506
Killeen TX,-97.727796,31.1171441
Keizer OR,-123.0197173,44.9958075
Hutchins TX,-96.7130521,32.6493
Aiea HI,-157.9238903,21.385987
North Hills CA,-73.6765187,40.7809343
Rawlins WY,-116.989922,32.85223
Pensacola FL,-87.2169149,30.421309
Clinton TN,-84.1318632,36.1034126
Green Bay WI,-88.0125794,44.5126379
Orrington ME,-68.8264258,44.7311829
Pittsburg CA,-121.8901232,38.0181745
New Hope MN,-93.3866185,45.0380201
Antioch IL,-88.0956396,42.4772418
Peterson MN,-111.9434096,33.3783859
Shelbyville TX,-94.0785278,31.7615626
Volant PA,-80.2589518,41.1136707
Syracuse UT,-112.0638903,41.0895938
Sharon PA,-80.4934035,41.2331116
West Monroe LA,-92.1476353,32.5184775
Arlington TN,-77.0841585,38.8903961
Morehead KY,-83.4326841,38.1839705
Bowling Green KY,-86.4436018,36.9903199
Fruitland Park FL,-81.9064705,28.8613765
Pembine WI,-87.990953,45.635239
Ohatchee AL,-86.0024703,33.7834324
La Marque TX,-94.9713134,29.3685674
Hometown WV,-75.9802046,40.8236994
Aguanga CA,-116.8650235,33.4428094
Youngtown AZ,-112.3033265,33.5937302
Huntingdon County PA,-78.0281185,40.3446332
Columbia TN,-76.4191791,41.0389186
English IN,-86.4641498,38.3345045
Indiantown FL,-80.4820908,27.0273407
Greenfield WI,-88.0125865,42.9614039
Mannington WV,-80.343418,39.5309169
Lynwood CA,-118.2114933,33.9303225
Plymouth Township MI,-83.51447792,42.372648
Shafter CA,-119.2853652,35.4698255
Westerville OH,-82.9290696,40.1261743
Big Lake AK,-149.9544444,61.5213889
Santa Rosa CA,-122.7144314,38.4404675
Deptford NJ,-75.1235892,39.8271755
Simpsonville SC,-82.2542834,34.7370639
Marine City MI,-82.492218,42.719777
Gerrardstown WV,-78.0955563,39.3703778
Portland ME,-70.2548596,43.6610277
Callahan FL,-81.8306621,30.5621807
Troy MI,-83.1499304,42.6055893
Brighton CO,-104.8205283,39.9852617
Fall River MA,-71.1546367,41.7010642
Carson CA,-118.2517547,33.8322043
Happy Valley CA,-120.5632596,38.6818492
Golden Shores AZ,-114.474145,34.786267
Selma CA,-119.6120765,36.5707838
Wamego KS,-96.304998,39.201941
Edgewater FL,-80.98353373,28.953465
Wilkinsburg PA,-79.8819942,40.4417355
Sunset TX,-99.7131438,33.4475958
Green OH,-81.4670631,40.9468077
Puyallup WA,-122.2921406,47.1849009
Hardwick NJ,-74.9321157,41.054541
South Los Angeles CA,-118.2781288,33.9275152
Gainesville GA,-83.8240663,34.2978794
Martins Ferry OH,-80.724526,40.0959055
Soddy-Daisy TN,-85.1907904,35.2359025
Kearny AZ,-110.9106656,33.0570085
Salemburg NC,-78.5030622,35.0154469
